,day,field,timestamp,value
130,2024-07-06,heart_rate,2024-07-06 01:33:38-07:00,51.0
131,2024-07-06,heart_rate,2024-07-06 01:38:38-07:00,51.0
132,2024-07-06,heart_rate,2024-07-06 01:43:38-07:00,52.0
133,2024-07-06,heart_rate,2024-07-06 01:48:38-07:00,54.0
134,2024-07-06,heart_rate,2024-07-06 01:53:38-07:00,51.0
135,2024-07-06,heart_rate,2024-07-06 01:58:38-07:00,50.0
136,2024-07-06,heart_rate,2024-07-06 02:03:38-07:00,50.0
137,2024-07-06,heart_rate,2024-07-06 02:08:38-07:00,50.0
138,2024-07-06,heart_rate,2024-07-06 02:13:38-07:00,52.0
139,2024-07-06,heart_rate,2024-07-06 02:18:38-07:00,52.0
140,2024-07-06,heart_rate,2024-07-06 02:23:38-07:00,58.0
141,2024-07-06,heart_rate,2024-07-06 02:28:38-07:00,54.0
142,2024-07-06,heart_rate,2024-07-06 02:33:38-07:00,52.0
143,2024-07-06,heart_rate,2024-07-06 02:38:38-07:00,53.0
144,2024-07-06,heart_rate,2024-07-06 02:43:38-07:00,53.0
145,2024-07-06,heart_rate,2024-07-06 02:48:38-07:00,52.0
146,2024-07-06,heart_rate,2024-07-06 02:53:38-07:00,52.0
147,2024-07-06,heart_rate,2024-07-06 02:58:38-07:00,52.0
148,2024-07-06,heart_rate,2024-07-06 03:03:38-07:00,53.0
149,2024-07-06,heart_rate,2024-07-06 03:08:38-07:00,51.0
150,2024-07-06,heart_rate,2024-07-06 03:13:38-07:00,49.0
151,2024-07-06,heart_rate,2024-07-06 03:18:38-07:00,49.0
152,2024-07-06,heart_rate,2024-07-06 03:23:38-07:00,48.0
153,2024-07-06,heart_rate,2024-07-06 03:28:38-07:00,48.0
154,2024-07-06,heart_rate,2024-07-06 03:33:38-07:00,48.0
155,2024-07-06,heart_rate,2024-07-06 03:38:38-07:00,49.0
156,2024-07-06,heart_rate,2024-07-06 03:43:38-07:00,50.0
157,2024-07-06,heart_rate,2024-07-06 03:48:38-07:00,51.0
158,2024-07-06,heart_rate,2024-07-06 03:53:38-07:00,49.0
159,2024-07-06,heart_rate,2024-07-06 03:58:38-07:00,50.0
160,2024-07-06,heart_rate,2024-07-06 04:03:38-07:00,53.0
161,2024-07-06,heart_rate,2024-07-06 04:08:38-07:00,52.0
162,2024-07-06,heart_rate,2024-07-06 04:13:38-07:00,53.0
163,2024-07-06,heart_rate,2024-07-06 04:18:38-07:00,54.0
164,2024-07-06,heart_rate,2024-07-06 04:23:38-07:00,53.0
165,2024-07-06,heart_rate,2024-07-06 04:28:38-07:00,53.0
166,2024-07-06,heart_rate,2024-07-06 04:33:38-07:00,53.0
167,2024-07-06,heart_rate,2024-07-06 04:38:38-07:00,56.0
168,2024-07-06,heart_rate,2024-07-06 04:43:38-07:00,57.0
169,2024-07-06,heart_rate,2024-07-06 04:48:38-07:00,55.0
170,2024-07-06,heart_rate,2024-07-06 04:53:38-07:00,54.0
171,2024-07-06,heart_rate,2024-07-06 04:58:38-07:00,55.0
172,2024-07-06,heart_rate,2024-07-06 05:03:38-07:00,55.0
173,2024-07-06,heart_rate,2024-07-06 05:08:38-07:00,55.0
174,2024-07-06,heart_rate,2024-07-06 05:13:38-07:00,55.0
175,2024-07-06,heart_rate,2024-07-06 05:18:38-07:00,53.0
176,2024-07-06,heart_rate,2024-07-06 05:23:38-07:00,52.0
177,2024-07-06,heart_rate,2024-07-06 05:28:38-07:00,51.0
178,2024-07-06,heart_rate,2024-07-06 05:33:38-07:00,50.0
179,2024-07-06,heart_rate,2024-07-06 05:38:38-07:00,50.0
180,2024-07-06,heart_rate,2024-07-06 05:43:38-07:00,50.0
181,2024-07-06,heart_rate,2024-07-06 05:48:38-07:00,51.0
182,2024-07-06,heart_rate,2024-07-06 05:53:38-07:00,52.0
183,2024-07-06,heart_rate,2024-07-06 05:58:38-07:00,52.0
184,2024-07-06,heart_rate,2024-07-06 06:03:38-07:00,52.0
185,2024-07-06,heart_rate,2024-07-06 06:08:38-07:00,53.0
186,2024-07-06,heart_rate,2024-07-06 06:13:38-07:00,53.0
187,2024-07-06,heart_rate,2024-07-06 06:18:38-07:00,53.0
188,2024-07-06,heart_rate,2024-07-06 06:23:38-07:00,53.0
189,2024-07-06,heart_rate,2024-07-06 06:28:38-07:00,51.0
190,2024-07-06,heart_rate,2024-07-06 06:33:38-07:00,52.0
191,2024-07-06,heart_rate,2024-07-06 06:38:38-07:00,53.0
192,2024-07-06,heart_rate,2024-07-06 06:43:38-07:00,54.0
193,2024-07-06,heart_rate,2024-07-06 06:48:38-07:00,53.0
194,2024-07-06,heart_rate,2024-07-06 06:58:38-07:00,50.0
195,2024-07-06,heart_rate,2024-07-06 07:03:38-07:00,49.0
196,2024-07-06,heart_rate,2024-07-06 07:08:38-07:00,49.0
197,2024-07-06,heart_rate,2024-07-06 07:13:38-07:00,50.0
198,2024-07-06,heart_rate,2024-07-06 07:18:38-07:00,50.0
199,2024-07-06,heart_rate,2024-07-06 07:23:38-07:00,50.0
200,2024-07-06,heart_rate,2024-07-06 07:28:38-07:00,51.0
201,2024-07-06,heart_rate,2024-07-06 07:33:38-07:00,50.0
202,2024-07-06,heart_rate,2024-07-06 07:38:38-07:00,51.0
203,2024-07-06,heart_rate,2024-07-06 07:43:38-07:00,50.0
204,2024-07-06,heart_rate,2024-07-06 07:48:38-07:00,50.0
205,2024-07-06,heart_rate,2024-07-06 07:53:38-07:00,51.0
206,2024-07-06,heart_rate,2024-07-06 07:58:38-07:00,51.0
207,2024-07-06,heart_rate,2024-07-06 08:03:38-07:00,51.0
208,2024-07-06,heart_rate,2024-07-06 08:08:38-07:00,50.0
209,2024-07-06,heart_rate,2024-07-06 08:13:38-07:00,50.0
210,2024-07-06,heart_rate,2024-07-06 08:18:38-07:00,50.0
211,2024-07-06,heart_rate,2024-07-06 08:23:38-07:00,50.0
212,2024-07-06,heart_rate,2024-07-06 08:28:38-07:00,52.0
213,2024-07-06,heart_rate,2024-07-06 08:33:38-07:00,53.0
214,2024-07-06,movement_30_sec,2024-07-05 23:18:38-07:00,1
215,2024-07-06,movement_30_sec,2024-07-05 23:19:08-07:00,3
216,2024-07-06,movement_30_sec,2024-07-05 23:19:38-07:00,2
217,2024-07-06,movement_30_sec,2024-07-05 23:20:08-07:00,3
218,2024-07-06,movement_30_sec,2024-07-05 23:20:38-07:00,2
219,2024-07-06,movement_30_sec,2024-07-05 23:21:08-07:00,2
220,2024-07-06,movement_30_sec,2024-07-05 23:21:38-07:00,1
221,2024-07-06,movement_30_sec,2024-07-05 23:22:08-07:00,2
222,2024-07-06,movement_30_sec,2024-07-05 23:22:38-07:00,2
223,2024-07-06,movement_30_sec,2024-07-05 23:23:08-07:00,2
224,2024-07-06,movement_30_sec,2024-07-05 23:23:38-07:00,1
225,2024-07-06,movement_30_sec,2024-07-05 23:24:08-07:00,1
226,2024-07-06,movement_30_sec,2024-07-05 23:24:38-07:00,1
227,2024-07-06,movement_30_sec,2024-07-05 23:25:08-07:00,2
228,2024-07-06,movement_30_sec,2024-07-05 23:25:38-07:00,2
229,2024-07-06,movement_30_sec,2024-07-05 23:26:08-07:00,1
230,2024-07-06,movement_30_sec,2024-07-05 23:26:38-07:00,2
231,2024-07-06,movement_30_sec,2024-07-05 23:27:08-07:00,2
232,2024-07-06,movement_30_sec,2024-07-05 23:27:38-07:00,1
233,2024-07-06,movement_30_sec,2024-07-05 23:28:08-07:00,1
234,2024-07-06,movement_30_sec,2024-07-05 23:28:38-07:00,3
235,2024-07-06,movement_30_sec,2024-07-05 23:29:08-07:00,2
236,2024-07-06,movement_30_sec,2024-07-05 23:29:38-07:00,1
237,2024-07-06,movement_30_sec,2024-07-05 23:30:08-07:00,2
238,2024-07-06,movement_30_sec,2024-07-05 23:30:38-07:00,2
239,2024-07-06,movement_30_sec,2024-07-05 23:31:08-07:00,3
240,2024-07-06,movement_30_sec,2024-07-05 23:31:38-07:00,1
241,2024-07-06,movement_30_sec,2024-07-05 23:32:08-07:00,2
242,2024-07-06,movement_30_sec,2024-07-05 23:32:38-07:00,2
243,2024-07-06,movement_30_sec,2024-07-05 23:33:08-07:00,1
244,2024-07-06,movement_30_sec,2024-07-05 23:33:38-07:00,1
245,2024-07-06,movement_30_sec,2024-07-05 23:34:08-07:00,2
246,2024-07-06,movement_30_sec,2024-07-05 23:34:38-07:00,2
247,2024-07-06,movement_30_sec,2024-07-05 23:35:08-07:00,1
248,2024-07-06,movement_30_sec,2024-07-05 23:35:38-07:00,1
249,2024-07-06,movement_30_sec,2024-07-05 23:36:08-07:00,1
250,2024-07-06,movement_30_sec,2024-07-05 23:36:38-07:00,2
251,2024-07-06,movement_30_sec,2024-07-05 23:37:08-07:00,1
252,2024-07-06,movement_30_sec,2024-07-05 23:37:38-07:00,2
253,2024-07-06,movement_30_sec,2024-07-05 23:38:08-07:00,1
254,2024-07-06,movement_30_sec,2024-07-05 23:38:38-07:00,1
255,2024-07-06,movement_30_sec,2024-07-05 23:39:08-07:00,1
256,2024-07-06,movement_30_sec,2024-07-05 23:39:38-07:00,1
257,2024-07-06,movement_30_sec,2024-07-05 23:40:08-07:00,1
258,2024-07-06,movement_30_sec,2024-07-05 23:40:38-07:00,2
259,2024-07-06,movement_30_sec,2024-07-05 23:41:08-07:00,1
260,2024-07-06,movement_30_sec,2024-07-05 23:41:38-07:00,2
261,2024-07-06,movement_30_sec,2024-07-05 23:42:08-07:00,1
262,2024-07-06,movement_30_sec,2024-07-05 23:42:38-07:00,1
263,2024-07-06,movement_30_sec,2024-07-05 23:43:08-07:00,1
264,2024-07-06,movement_30_sec,2024-07-05 23:43:38-07:00,1
265,2024-07-06,movement_30_sec,2024-07-05 23:44:08-07:00,1
266,2024-07-06,movement_30_sec,2024-07-05 23:44:38-07:00,1
267,2024-07-06,movement_30_sec,2024-07-05 23:45:08-07:00,1
268,2024-07-06,movement_30_sec,2024-07-05 23:45:38-07:00,1
269,2024-07-06,movement_30_sec,2024-07-05 23:46:08-07:00,1
270,2024-07-06,movement_30_sec,2024-07-05 23:46:38-07:00,1
271,2024-07-06,movement_30_sec,2024-07-05 23:47:08-07:00,2
272,2024-07-06,movement_30_sec,2024-07-05 23:47:38-07:00,1
273,2024-07-06,movement_30_sec,2024-07-05 23:48:08-07:00,1
274,2024-07-06,movement_30_sec,2024-07-05 23:48:38-07:00,1
275,2024-07-06,movement_30_sec,2024-07-05 23:49:08-07:00,1
276,2024-07-06,movement_30_sec,2024-07-05 23:49:38-07:00,1
277,2024-07-06,movement_30_sec,2024-07-05 23:50:08-07:00,1
278,2024-07-06,movement_30_sec,2024-07-05 23:50:38-07:00,1
279,2024-07-06,movement_30_sec,2024-07-05 23:51:08-07:00,1
280,2024-07-06,movement_30_sec,2024-07-05 23:51:38-07:00,1
281,2024-07-06,movement_30_sec,2024-07-05 23:52:08-07:00,2
282,2024-07-06,movement_30_sec,2024-07-05 23:52:38-07:00,1
283,2024-07-06,movement_30_sec,2024-07-05 23:53:08-07:00,1
284,2024-07-06,movement_30_sec,2024-07-05 23:53:38-07:00,1
285,2024-07-06,movement_30_sec,2024-07-05 23:54:08-07:00,1
286,2024-07-06,movement_30_sec,2024-07-05 23:54:38-07:00,1
287,2024-07-06,movement_30_sec,2024-07-05 23:55:08-07:00,2
288,2024-07-06,movement_30_sec,2024-07-05 23:55:38-07:00,1
289,2024-07-06,movement_30_sec,2024-07-05 23:56:08-07:00,1
290,2024-07-06,movement_30_sec,2024-07-05 23:56:38-07:00,2
291,2024-07-06,movement_30_sec,2024-07-05 23:57:08-07:00,3
292,2024-07-06,movement_30_sec,2024-07-05 23:57:38-07:00,1
293,2024-07-06,movement_30_sec,2024-07-05 23:58:08-07:00,1
294,2024-07-06,movement_30_sec,2024-07-05 23:58:38-07:00,1
295,2024-07-06,movement_30_sec,2024-07-05 23:59:08-07:00,1
296,2024-07-06,movement_30_sec,2024-07-05 23:59:38-07:00,1
297,2024-07-06,movement_30_sec,2024-07-06 00:00:08-07:00,1
298,2024-07-06,movement_30_sec,2024-07-06 00:00:38-07:00,1
299,2024-07-06,movement_30_sec,2024-07-06 00:01:08-07:00,1
300,2024-07-06,movement_30_sec,2024-07-06 00:01:38-07:00,1
301,2024-07-06,movement_30_sec,2024-07-06 00:02:08-07:00,1
302,2024-07-06,movement_30_sec,2024-07-06 00:02:38-07:00,1
303,2024-07-06,movement_30_sec,2024-07-06 00:03:08-07:00,1
304,2024-07-06,movement_30_sec,2024-07-06 00:03:38-07:00,1
305,2024-07-06,movement_30_sec,2024-07-06 00:04:08-07:00,1
306,2024-07-06,movement_30_sec,2024-07-06 00:04:38-07:00,1
307,2024-07-06,movement_30_sec,2024-07-06 00:05:08-07:00,1
308,2024-07-06,movement_30_sec,2024-07-06 00:05:38-07:00,1
309,2024-07-06,movement_30_sec,2024-07-06 00:06:08-07:00,1
310,2024-07-06,movement_30_sec,2024-07-06 00:06:38-07:00,1
311,2024-07-06,movement_30_sec,2024-07-06 00:07:08-07:00,1
312,2024-07-06,movement_30_sec,2024-07-06 00:07:38-07:00,1
313,2024-07-06,movement_30_sec,2024-07-06 00:08:08-07:00,1
314,2024-07-06,movement_30_sec,2024-07-06 00:08:38-07:00,1
315,2024-07-06,movement_30_sec,2024-07-06 00:09:08-07:00,1
316,2024-07-06,movement_30_sec,2024-07-06 00:09:38-07:00,1
317,2024-07-06,movement_30_sec,2024-07-06 00:10:08-07:00,1
318,2024-07-06,movement_30_sec,2024-07-06 00:10:38-07:00,1
319,2024-07-06,movement_30_sec,2024-07-06 00:11:08-07:00,1
320,2024-07-06,movement_30_sec,2024-07-06 00:11:38-07:00,1
321,2024-07-06,movement_30_sec,2024-07-06 00:12:08-07:00,1
322,2024-07-06,movement_30_sec,2024-07-06 00:12:38-07:00,1
323,2024-07-06,movement_30_sec,2024-07-06 00:13:08-07:00,1
324,2024-07-06,movement_30_sec,2024-07-06 00:13:38-07:00,1
325,2024-07-06,movement_30_sec,2024-07-06 00:14:08-07:00,1
326,2024-07-06,movement_30_sec,2024-07-06 00:14:38-07:00,1
327,2024-07-06,movement_30_sec,2024-07-06 00:15:08-07:00,1
328,2024-07-06,movement_30_sec,2024-07-06 00:15:38-07:00,1
329,2024-07-06,movement_30_sec,2024-07-06 00:16:08-07:00,1
330,2024-07-06,movement_30_sec,2024-07-06 00:16:38-07:00,1
331,2024-07-06,movement_30_sec,2024-07-06 00:17:08-07:00,1
332,2024-07-06,movement_30_sec,2024-07-06 00:17:38-07:00,1
333,2024-07-06,movement_30_sec,2024-07-06 00:18:08-07:00,1
334,2024-07-06,movement_30_sec,2024-07-06 00:18:38-07:00,1
335,2024-07-06,movement_30_sec,2024-07-06 00:19:08-07:00,1
336,2024-07-06,movement_30_sec,2024-07-06 00:19:38-07:00,1
337,2024-07-06,movement_30_sec,2024-07-06 00:20:08-07:00,1
338,2024-07-06,movement_30_sec,2024-07-06 00:20:38-07:00,1
339,2024-07-06,movement_30_sec,2024-07-06 00:21:08-07:00,1
340,2024-07-06,movement_30_sec,2024-07-06 00:21:38-07:00,3
341,2024-07-06,movement_30_sec,2024-07-06 00:22:08-07:00,1
342,2024-07-06,movement_30_sec,2024-07-06 00:22:38-07:00,1
343,2024-07-06,movement_30_sec,2024-07-06 00:23:08-07:00,1
344,2024-07-06,movement_30_sec,2024-07-06 00:23:38-07:00,1
345,2024-07-06,movement_30_sec,2024-07-06 00:24:08-07:00,1
346,2024-07-06,movement_30_sec,2024-07-06 00:24:38-07:00,1
347,2024-07-06,movement_30_sec,2024-07-06 00:25:08-07:00,1
348,2024-07-06,movement_30_sec,2024-07-06 00:25:38-07:00,1
349,2024-07-06,movement_30_sec,2024-07-06 00:26:08-07:00,1
350,2024-07-06,movement_30_sec,2024-07-06 00:26:38-07:00,1
351,2024-07-06,movement_30_sec,2024-07-06 00:27:08-07:00,1
352,2024-07-06,movement_30_sec,2024-07-06 00:27:38-07:00,2
353,2024-07-06,movement_30_sec,2024-07-06 00:28:08-07:00,1
354,2024-07-06,movement_30_sec,2024-07-06 00:28:38-07:00,1
355,2024-07-06,movement_30_sec,2024-07-06 00:29:08-07:00,1
356,2024-07-06,movement_30_sec,2024-07-06 00:29:38-07:00,1
357,2024-07-06,movement_30_sec,2024-07-06 00:30:08-07:00,1
358,2024-07-06,movement_30_sec,2024-07-06 00:30:38-07:00,1
359,2024-07-06,movement_30_sec,2024-07-06 00:31:08-07:00,1
360,2024-07-06,movement_30_sec,2024-07-06 00:31:38-07:00,1
361,2024-07-06,movement_30_sec,2024-07-06 00:32:08-07:00,1
362,2024-07-06,movement_30_sec,2024-07-06 00:32:38-07:00,1
363,2024-07-06,movement_30_sec,2024-07-06 00:33:08-07:00,1
364,2024-07-06,movement_30_sec,2024-07-06 00:33:38-07:00,1
365,2024-07-06,movement_30_sec,2024-07-06 00:34:08-07:00,2
366,2024-07-06,movement_30_sec,2024-07-06 00:34:38-07:00,1
367,2024-07-06,movement_30_sec,2024-07-06 00:35:08-07:00,1
368,2024-07-06,movement_30_sec,2024-07-06 00:35:38-07:00,1
369,2024-07-06,movement_30_sec,2024-07-06 00:36:08-07:00,1
370,2024-07-06,movement_30_sec,2024-07-06 00:36:38-07:00,1
371,2024-07-06,movement_30_sec,2024-07-06 00:37:08-07:00,1
372,2024-07-06,movement_30_sec,2024-07-06 00:37:38-07:00,1
373,2024-07-06,movement_30_sec,2024-07-06 00:38:08-07:00,1
374,2024-07-06,movement_30_sec,2024-07-06 00:38:38-07:00,1
375,2024-07-06,movement_30_sec,2024-07-06 00:39:08-07:00,1
376,2024-07-06,movement_30_sec,2024-07-06 00:39:38-07:00,1
377,2024-07-06,movement_30_sec,2024-07-06 00:40:08-07:00,2
378,2024-07-06,movement_30_sec,2024-07-06 00:40:38-07:00,1
379,2024-07-06,movement_30_sec,2024-07-06 00:41:08-07:00,1
380,2024-07-06,movement_30_sec,2024-07-06 00:41:38-07:00,1
381,2024-07-06,movement_30_sec,2024-07-06 00:42:08-07:00,1
382,2024-07-06,movement_30_sec,2024-07-06 00:42:38-07:00,1
383,2024-07-06,movement_30_sec,2024-07-06 00:43:08-07:00,1
384,2024-07-06,movement_30_sec,2024-07-06 00:43:38-07:00,1
385,2024-07-06,movement_30_sec,2024-07-06 00:44:08-07:00,1
386,2024-07-06,movement_30_sec,2024-07-06 00:44:38-07:00,1
387,2024-07-06,movement_30_sec,2024-07-06 00:45:08-07:00,1
388,2024-07-06,movement_30_sec,2024-07-06 00:45:38-07:00,1
389,2024-07-06,movement_30_sec,2024-07-06 00:46:08-07:00,1
390,2024-07-06,movement_30_sec,2024-07-06 00:46:38-07:00,2
391,2024-07-06,movement_30_sec,2024-07-06 00:47:08-07:00,1
392,2024-07-06,movement_30_sec,2024-07-06 00:47:38-07:00,1
393,2024-07-06,movement_30_sec,2024-07-06 00:48:08-07:00,1
